subject,predicate,object
"POCO_CD_POCO_030451","is","well"
"POCO_CD_POCO_030452","is","well"
"POCO_CD_POCO_030453","is","well"
"POCO_CD_POCO_030454","is","well"
"POCO_CD_POCO_030455","is","well"
"POCO_CD_POCO_030456","is","well"
"POCO_CD_POCO_030457","is","well"
"POCO_CD_POCO_030458","is","well"
"POCO_CD_POCO_030459","is","well"
"POCO_CD_POCO_030460","is","well"
"POCO_CD_POCO_030461","is","well"
"POCO_CD_POCO_030462","is","well"
"POCO_CD_POCO_030463","is","well"
"POCO_CD_POCO_030464","is","well"
"POCO_CD_POCO_030465","is","well"
"POCO_CD_POCO_030466","is","well"
"POCO_CD_POCO_030467","is","well"
"POCO_CD_POCO_030468","is","well"
"POCO_CD_POCO_030469","is","well"
"POCO_CD_POCO_030470","is","well"
"POCO_CD_POCO_030471","is","well"
"POCO_CD_POCO_030472","is","well"
"POCO_CD_POCO_030473","is","well"
"POCO_CD_POCO_030474","is","well"
"POCO_CD_POCO_030475","is","well"
"POCO_CD_POCO_030476","is","well"
"POCO_CD_POCO_030477","is","well"
"POCO_CD_POCO_030478","is","well"
"POCO_CD_POCO_030479","is","well"
"POCO_CD_POCO_030480","is","well"
"POCO_CD_POCO_030481","is","well"
"POCO_CD_POCO_030482","is","well"
"POCO_CD_POCO_030483","is","well"
"POCO_CD_POCO_030484","is","well"
"POCO_CD_POCO_030485","is","well"
"POCO_CD_POCO_030486","is","well"
"POCO_CD_POCO_030487","is","well"
"POCO_CD_POCO_030488","is","well"
"POCO_CD_POCO_030489","is","well"
"POCO_CD_POCO_030490","is","well"
"POCO_CD_POCO_030491","is","well"
"POCO_CD_POCO_030492","is","well"
"POCO_CD_POCO_030493","is","well"
"POCO_CD_POCO_030494","is","well"
"POCO_CD_POCO_030495","is","well"
"POCO_CD_POCO_030496","is","well"
"POCO_CD_POCO_030497","is","well"
"POCO_CD_POCO_030498","is","well"
"POCO_CD_POCO_030499","is","well"
"POCO_CD_POCO_030500","is","well"
"POCO_CD_POCO_030501","is","well"
"POCO_CD_POCO_030502","is","well"
"POCO_CD_POCO_030503","is","well"
"POCO_CD_POCO_030504","is","well"
"POCO_CD_POCO_030505","is","well"
"POCO_CD_POCO_030506","is","well"
"POCO_CD_POCO_030507","is","well"
"POCO_CD_POCO_030508","is","well"
"POCO_CD_POCO_030509","is","well"
"POCO_CD_POCO_030510","is","well"
"POCO_CD_POCO_030511","is","well"
"POCO_CD_POCO_030512","is","well"
"POCO_CD_POCO_030513","is","well"
"POCO_CD_POCO_030514","is","well"
"POCO_CD_POCO_030515","is","well"
"POCO_CD_POCO_030516","is","well"
"POCO_CD_POCO_030517","is","well"
"POCO_CD_POCO_030518","is","well"
"POCO_CD_POCO_030519","is","well"
"POCO_CD_POCO_030520","is","well"
"POCO_CD_POCO_030521","is","well"
"POCO_CD_POCO_030522","is","well"
"POCO_CD_POCO_030523","is","well"
"POCO_CD_POCO_030524","is","well"
"POCO_CD_POCO_030525","is","well"
"POCO_CD_POCO_030526","is","well"
"POCO_CD_POCO_030527","is","well"
"POCO_CD_POCO_030528","is","well"
"POCO_CD_POCO_030529","is","well"
"POCO_CD_POCO_030530","is","well"
"POCO_CD_POCO_030531","is","well"
"POCO_CD_POCO_030532","is","well"
"POCO_CD_POCO_030533","is","well"
"POCO_CD_POCO_030534","is","well"
"POCO_CD_POCO_030535","is","well"
"POCO_CD_POCO_030536","is","well"
"POCO_CD_POCO_030537","is","well"
"POCO_CD_POCO_030538","is","well"
"POCO_CD_POCO_030539","is","well"
"POCO_CD_POCO_030540","is","well"
"POCO_CD_POCO_030541","is","well"
"POCO_CD_POCO_030542","is","well"
"POCO_CD_POCO_030543","is","well"
"POCO_CD_POCO_030544","is","well"
"POCO_CD_POCO_030545","is","well"
"POCO_CD_POCO_030546","is","well"
"POCO_CD_POCO_030547","is","well"
"POCO_CD_POCO_030548","is","well"
"POCO_CD_POCO_030549","is","well"
"POCO_CD_POCO_030550","is","well"
"POCO_CD_POCO_030551","is","well"
"POCO_CD_POCO_030552","is","well"
"POCO_CD_POCO_030553","is","well"
"POCO_CD_POCO_030554","is","well"
"POCO_CD_POCO_030555","is","well"
"POCO_CD_POCO_030556","is","well"
"POCO_CD_POCO_030557","is","well"
"POCO_CD_POCO_030558","is","well"
"POCO_CD_POCO_030559","is","well"
"POCO_CD_POCO_030560","is","well"
"POCO_CD_POCO_030561","is","well"
"POCO_CD_POCO_030562","is","well"
"POCO_CD_POCO_030563","is","well"
"POCO_CD_POCO_030564","is","well"
"POCO_CD_POCO_030565","is","well"
"POCO_CD_POCO_030566","is","well"
"POCO_CD_POCO_030567","is","well"
"POCO_CD_POCO_030568","is","well"
"POCO_CD_POCO_030569","is","well"
"POCO_CD_POCO_030570","is","well"
"POCO_CD_POCO_030571","is","well"
"POCO_CD_POCO_030572","is","well"
"POCO_CD_POCO_030573","is","well"
"POCO_CD_POCO_030574","is","well"
"POCO_CD_POCO_030575","is","well"
"POCO_CD_POCO_030576","is","well"
"POCO_CD_POCO_030577","is","well"
"POCO_CD_POCO_030578","is","well"
"POCO_CD_POCO_030579","is","well"
"POCO_CD_POCO_030580","is","well"
"POCO_CD_POCO_030581","is","well"
"POCO_CD_POCO_030582","is","well"
"POCO_CD_POCO_030583","is","well"
"POCO_CD_POCO_030584","is","well"
"POCO_CD_POCO_030585","is","well"
"POCO_CD_POCO_030586","is","well"
"POCO_CD_POCO_030587","is","well"
"POCO_CD_POCO_030588","is","well"
"POCO_CD_POCO_030589","is","well"
"POCO_CD_POCO_030590","is","well"
"POCO_CD_POCO_030591","is","well"
"POCO_CD_POCO_030592","is","well"
"POCO_CD_POCO_030593","is","well"
"POCO_CD_POCO_030594","is","well"
"POCO_CD_POCO_030595","is","well"
"POCO_CD_POCO_030596","is","well"
"POCO_CD_POCO_030597","is","well"
"POCO_CD_POCO_030598","is","well"
"POCO_CD_POCO_030599","is","well"
"POCO_CD_POCO_030600","is","well"
"POCO_CD_POCO_030601","is","well"
"POCO_CD_POCO_030602","is","well"
"POCO_CD_POCO_030603","is","well"
"POCO_CD_POCO_030604","is","well"
"POCO_CD_POCO_030605","is","well"
"POCO_CD_POCO_030606","is","well"
"POCO_CD_POCO_030607","is","well"
"POCO_CD_POCO_030608","is","well"
"POCO_CD_POCO_030609","is","well"
"POCO_CD_POCO_030610","is","well"
"POCO_CD_POCO_030611","is","well"
"POCO_CD_POCO_030612","is","well"
"POCO_CD_POCO_030613","is","well"
"POCO_CD_POCO_030614","is","well"
"POCO_CD_POCO_030615","is","well"
"POCO_CD_POCO_030616","is","well"
"POCO_CD_POCO_030617","is","well"
"POCO_CD_POCO_030618","is","well"
"POCO_CD_POCO_030619","is","well"
"POCO_CD_POCO_030620","is","well"
"POCO_CD_POCO_030621","is","well"
"POCO_CD_POCO_030622","is","well"
"POCO_CD_POCO_030623","is","well"
"POCO_CD_POCO_030624","is","well"
"POCO_CD_POCO_030625","is","well"
"POCO_CD_POCO_030626","is","well"
"POCO_CD_POCO_030627","is","well"
"POCO_CD_POCO_030628","is","well"
"POCO_CD_POCO_030629","is","well"
"POCO_CD_POCO_030630","is","well"
"POCO_CD_POCO_030631","is","well"
"POCO_CD_POCO_030632","is","well"
"POCO_CD_POCO_030633","is","well"
"POCO_CD_POCO_030634","is","well"
"POCO_CD_POCO_030635","is","well"
"POCO_CD_POCO_030636","is","well"
"POCO_CD_POCO_030637","is","well"
"POCO_CD_POCO_030638","is","well"
"POCO_CD_POCO_030639","is","well"
"POCO_CD_POCO_030640","is","well"
"POCO_CD_POCO_030641","is","well"
"POCO_CD_POCO_030642","is","well"
"POCO_CD_POCO_030643","is","well"
"POCO_CD_POCO_030644","is","well"
"POCO_CD_POCO_030645","is","well"
"POCO_CD_POCO_030646","is","well"
"POCO_CD_POCO_030647","is","well"
"POCO_CD_POCO_030648","is","well"
"POCO_CD_POCO_030649","is","well"
"POCO_CD_POCO_030650","is","well"
"POCO_CD_POCO_030651","is","well"
"POCO_CD_POCO_030652","is","well"
"POCO_CD_POCO_030653","is","well"
"POCO_CD_POCO_030654","is","well"
"POCO_CD_POCO_030655","is","well"
"POCO_CD_POCO_030656","is","well"
"POCO_CD_POCO_030657","is","well"
"POCO_CD_POCO_030658","is","well"
"POCO_CD_POCO_030659","is","well"
"POCO_CD_POCO_030660","is","well"
"POCO_CD_POCO_030661","is","well"
"POCO_CD_POCO_030662","is","well"
"POCO_CD_POCO_030663","is","well"
"POCO_CD_POCO_030664","is","well"
"POCO_CD_POCO_030665","is","well"
"POCO_CD_POCO_030666","is","well"
"POCO_CD_POCO_030667","is","well"
"POCO_CD_POCO_030668","is","well"
"POCO_CD_POCO_030669","is","well"
"POCO_CD_POCO_030670","is","well"
"POCO_CD_POCO_030671","is","well"
"POCO_CD_POCO_030672","is","well"
"POCO_CD_POCO_030673","is","well"
"POCO_CD_POCO_030674","is","well"
"POCO_CD_POCO_030675","is","well"
"POCO_CD_POCO_030676","is","well"
"POCO_CD_POCO_030677","is","well"
"POCO_CD_POCO_030678","is","well"
"POCO_CD_POCO_030679","is","well"
"POCO_CD_POCO_030680","is","well"
"POCO_CD_POCO_030681","is","well"
"POCO_CD_POCO_030682","is","well"
"POCO_CD_POCO_030683","is","well"
"POCO_CD_POCO_030684","is","well"
"POCO_CD_POCO_030685","is","well"
"POCO_CD_POCO_030686","is","well"
"POCO_CD_POCO_030687","is","well"
"POCO_CD_POCO_030688","is","well"
"POCO_CD_POCO_030689","is","well"
"POCO_CD_POCO_030690","is","well"
"POCO_CD_POCO_030691","is","well"
"POCO_CD_POCO_030692","is","well"
"POCO_CD_POCO_030693","is","well"
"POCO_CD_POCO_030694","is","well"
"POCO_CD_POCO_030695","is","well"
"POCO_CD_POCO_030696","is","well"
"POCO_CD_POCO_030697","is","well"
"POCO_CD_POCO_030698","is","well"
"POCO_CD_POCO_030699","is","well"
"POCO_CD_POCO_030700","is","well"
"POCO_CD_POCO_030701","is","well"
"POCO_CD_POCO_030702","is","well"
"POCO_CD_POCO_030703","is","well"
"POCO_CD_POCO_030704","is","well"
"POCO_CD_POCO_030705","is","well"
"POCO_CD_POCO_030706","is","well"
"POCO_CD_POCO_030707","is","well"
"POCO_CD_POCO_030708","is","well"
"POCO_CD_POCO_030709","is","well"
"POCO_CD_POCO_030710","is","well"
"POCO_CD_POCO_030711","is","well"
"POCO_CD_POCO_030712","is","well"
"POCO_CD_POCO_030713","is","well"
"POCO_CD_POCO_030714","is","well"
"POCO_CD_POCO_030715","is","well"
"POCO_CD_POCO_030716","is","well"
"POCO_CD_POCO_030717","is","well"
"POCO_CD_POCO_030718","is","well"
"POCO_CD_POCO_030719","is","well"
"POCO_CD_POCO_030720","is","well"
"POCO_CD_POCO_030721","is","well"
"POCO_CD_POCO_030722","is","well"
"POCO_CD_POCO_030723","is","well"
"POCO_CD_POCO_030724","is","well"
"POCO_CD_POCO_030725","is","well"
"POCO_CD_POCO_030726","is","well"
"POCO_CD_POCO_030727","is","well"
"POCO_CD_POCO_030728","is","well"
"POCO_CD_POCO_030729","is","well"
"POCO_CD_POCO_030730","is","well"
"POCO_CD_POCO_030731","is","well"
"POCO_CD_POCO_030732","is","well"
"POCO_CD_POCO_030733","is","well"
"POCO_CD_POCO_030734","is","well"
"POCO_CD_POCO_030735","is","well"
"POCO_CD_POCO_030736","is","well"
"POCO_CD_POCO_030737","is","well"
"POCO_CD_POCO_030738","is","well"
"POCO_CD_POCO_030739","is","well"
"POCO_CD_POCO_030740","is","well"
"POCO_CD_POCO_030741","is","well"
"POCO_CD_POCO_030742","is","well"
"POCO_CD_POCO_030743","is","well"
"POCO_CD_POCO_030744","is","well"
"POCO_CD_POCO_030745","is","well"
"POCO_CD_POCO_030746","is","well"
"POCO_CD_POCO_030747","is","well"
"POCO_CD_POCO_030748","is","well"
"POCO_CD_POCO_030749","is","well"
"POCO_CD_POCO_030750","is","well"
"POCO_CD_POCO_030751","is","well"
"POCO_CD_POCO_030752","is","well"
"POCO_CD_POCO_030753","is","well"
"POCO_CD_POCO_030754","is","well"
"POCO_CD_POCO_030755","is","well"
"POCO_CD_POCO_030756","is","well"
"POCO_CD_POCO_030757","is","well"
"POCO_CD_POCO_030758","is","well"
"POCO_CD_POCO_030759","is","well"
"POCO_CD_POCO_030760","is","well"
"POCO_CD_POCO_030761","is","well"
"POCO_CD_POCO_030762","is","well"
"POCO_CD_POCO_030763","is","well"
"POCO_CD_POCO_030764","is","well"
"POCO_CD_POCO_030765","is","well"
"POCO_CD_POCO_030766","is","well"
"POCO_CD_POCO_030767","is","well"
"POCO_CD_POCO_030768","is","well"
"POCO_CD_POCO_030769","is","well"
"POCO_CD_POCO_030770","is","well"
"POCO_CD_POCO_030771","is","well"
"POCO_CD_POCO_030772","is","well"
"POCO_CD_POCO_030773","is","well"
"POCO_CD_POCO_030774","is","well"
"POCO_CD_POCO_030775","is","well"
"POCO_CD_POCO_030776","is","well"
"POCO_CD_POCO_030777","is","well"
"POCO_CD_POCO_030778","is","well"
"POCO_CD_POCO_030779","is","well"
"POCO_CD_POCO_030780","is","well"
"POCO_CD_POCO_030781","is","well"
"POCO_CD_POCO_030782","is","well"
"POCO_CD_POCO_030783","is","well"
"POCO_CD_POCO_030784","is","well"
"POCO_CD_POCO_030785","is","well"
"POCO_CD_POCO_030786","is","well"
"POCO_CD_POCO_030787","is","well"
"POCO_CD_POCO_030788","is","well"
"POCO_CD_POCO_030789","is","well"
"POCO_CD_POCO_030790","is","well"
"POCO_CD_POCO_030791","is","well"
"POCO_CD_POCO_030792","is","well"
"POCO_CD_POCO_030793","is","well"
"POCO_CD_POCO_030794","is","well"
"POCO_CD_POCO_030795","is","well"
"POCO_CD_POCO_030796","is","well"
"POCO_CD_POCO_030797","is","well"
"POCO_CD_POCO_030798","is","well"
"POCO_CD_POCO_030799","is","well"
"POCO_CD_POCO_030800","is","well"
"POCO_CD_POCO_030801","is","well"
"POCO_CD_POCO_030802","is","well"
"POCO_CD_POCO_030803","is","well"
"POCO_CD_POCO_030804","is","well"
"POCO_CD_POCO_030805","is","well"
"POCO_CD_POCO_030806","is","well"
"POCO_CD_POCO_030807","is","well"
"POCO_CD_POCO_030808","is","well"
"POCO_CD_POCO_030809","is","well"
"POCO_CD_POCO_030810","is","well"
"POCO_CD_POCO_030811","is","well"
"POCO_CD_POCO_030812","is","well"
"POCO_CD_POCO_030813","is","well"
"POCO_CD_POCO_030814","is","well"
"POCO_CD_POCO_030815","is","well"
"POCO_CD_POCO_030816","is","well"
"POCO_CD_POCO_030817","is","well"
"POCO_CD_POCO_030818","is","well"
"POCO_CD_POCO_030819","is","well"
"POCO_CD_POCO_030820","is","well"
"POCO_CD_POCO_030821","is","well"
"POCO_CD_POCO_030822","is","well"
"POCO_CD_POCO_030823","is","well"
"POCO_CD_POCO_030824","is","well"
"POCO_CD_POCO_030825","is","well"
"POCO_CD_POCO_030826","is","well"
"POCO_CD_POCO_030827","is","well"
"POCO_CD_POCO_030828","is","well"
"POCO_CD_POCO_030829","is","well"
"POCO_CD_POCO_030830","is","well"
"POCO_CD_POCO_030831","is","well"
"POCO_CD_POCO_030832","is","well"
"POCO_CD_POCO_030833","is","well"
"POCO_CD_POCO_030834","is","well"
"POCO_CD_POCO_030835","is","well"
"POCO_CD_POCO_030836","is","well"
"POCO_CD_POCO_030837","is","well"
"POCO_CD_POCO_030838","is","well"
"POCO_CD_POCO_030839","is","well"
"POCO_CD_POCO_030840","is","well"
"POCO_CD_POCO_030841","is","well"
"POCO_CD_POCO_030842","is","well"
"POCO_CD_POCO_030843","is","well"
"POCO_CD_POCO_030844","is","well"
"POCO_CD_POCO_030845","is","well"
"POCO_CD_POCO_030846","is","well"
"POCO_CD_POCO_030847","is","well"
"POCO_CD_POCO_030848","is","well"
"POCO_CD_POCO_030849","is","well"
"POCO_CD_POCO_030850","is","well"
"POCO_CD_POCO_030851","is","well"
"POCO_CD_POCO_030852","is","well"
"POCO_CD_POCO_030853","is","well"
"POCO_CD_POCO_030854","is","well"
"POCO_CD_POCO_030855","is","well"
"POCO_CD_POCO_030856","is","well"
"POCO_CD_POCO_030857","is","well"
"POCO_CD_POCO_030858","is","well"
"POCO_CD_POCO_030859","is","well"
"POCO_CD_POCO_030860","is","well"
"POCO_CD_POCO_030861","is","well"
"POCO_CD_POCO_030862","is","well"
"POCO_CD_POCO_030863","is","well"
"POCO_CD_POCO_030864","is","well"
"POCO_CD_POCO_030865","is","well"
"POCO_CD_POCO_030866","is","well"
"POCO_CD_POCO_030867","is","well"
"POCO_CD_POCO_030868","is","well"
"POCO_CD_POCO_030869","is","well"
"POCO_CD_POCO_030870","is","well"
"POCO_CD_POCO_030871","is","well"
"POCO_CD_POCO_030872","is","well"
"POCO_CD_POCO_030873","is","well"
"POCO_CD_POCO_030874","is","well"
"POCO_CD_POCO_030875","is","well"
"POCO_CD_POCO_030876","is","well"
"POCO_CD_POCO_030877","is","well"
"POCO_CD_POCO_030878","is","well"
"POCO_CD_POCO_030879","is","well"
"POCO_CD_POCO_030880","is","well"
"POCO_CD_POCO_030881","is","well"
"POCO_CD_POCO_030882","is","well"
"POCO_CD_POCO_030883","is","well"
"POCO_CD_POCO_030884","is","well"
"POCO_CD_POCO_030885","is","well"
"POCO_CD_POCO_030886","is","well"
"POCO_CD_POCO_030887","is","well"
"POCO_CD_POCO_030888","is","well"
"POCO_CD_POCO_030889","is","well"
"POCO_CD_POCO_030890","is","well"
"POCO_CD_POCO_030891","is","well"
"POCO_CD_POCO_030892","is","well"
"POCO_CD_POCO_030893","is","well"
"POCO_CD_POCO_030894","is","well"
"POCO_CD_POCO_030895","is","well"
"POCO_CD_POCO_030896","is","well"
"POCO_CD_POCO_030897","is","well"
"POCO_CD_POCO_030898","is","well"
"POCO_CD_POCO_030899","is","well"
"POCO_CD_POCO_030900","is","well"
"POCO_CD_POCO_030901","is","well"
"POCO_CD_POCO_030902","is","well"
"POCO_CD_POCO_030903","is","well"
"POCO_CD_POCO_030904","is","well"
"POCO_CD_POCO_030905","is","well"
"POCO_CD_POCO_030906","is","well"
"POCO_CD_POCO_030907","is","well"
"POCO_CD_POCO_030908","is","well"
"POCO_CD_POCO_030909","is","well"
"POCO_CD_POCO_030910","is","well"
"POCO_CD_POCO_030911","is","well"
"POCO_CD_POCO_030912","is","well"
"POCO_CD_POCO_030913","is","well"
"POCO_CD_POCO_030914","is","well"
"POCO_CD_POCO_030915","is","well"
"POCO_CD_POCO_030916","is","well"
"POCO_CD_POCO_030917","is","well"
"POCO_CD_POCO_030918","is","well"
"POCO_CD_POCO_030919","is","well"
"POCO_CD_POCO_030920","is","well"
"POCO_CD_POCO_030921","is","well"
"POCO_CD_POCO_030922","is","well"
"POCO_CD_POCO_030923","is","well"
"POCO_CD_POCO_030924","is","well"
"POCO_CD_POCO_030925","is","well"
"POCO_CD_POCO_030926","is","well"
"POCO_CD_POCO_030927","is","well"
"POCO_CD_POCO_030928","is","well"
"POCO_CD_POCO_030929","is","well"
"POCO_CD_POCO_030930","is","well"
"POCO_CD_POCO_030931","is","well"
"POCO_CD_POCO_030932","is","well"
"POCO_CD_POCO_030933","is","well"
"POCO_CD_POCO_030934","is","well"
"POCO_CD_POCO_030935","is","well"
"POCO_CD_POCO_030936","is","well"
"POCO_CD_POCO_030937","is","well"
"POCO_CD_POCO_030938","is","well"
"POCO_CD_POCO_030939","is","well"
"POCO_CD_POCO_030940","is","well"
"POCO_CD_POCO_030941","is","well"
"POCO_CD_POCO_030942","is","well"
"POCO_CD_POCO_030943","is","well"
"POCO_CD_POCO_030944","is","well"
"POCO_CD_POCO_030945","is","well"
"POCO_CD_POCO_030946","is","well"
"POCO_CD_POCO_030947","is","well"
"POCO_CD_POCO_030948","is","well"
"POCO_CD_POCO_030949","is","well"
"POCO_CD_POCO_030950","is","well"
"POCO_CD_POCO_030951","is","well"
"POCO_CD_POCO_030952","is","well"
"POCO_CD_POCO_030953","is","well"
"POCO_CD_POCO_030954","is","well"
"POCO_CD_POCO_030955","is","well"
"POCO_CD_POCO_030956","is","well"
"POCO_CD_POCO_030957","is","well"
"POCO_CD_POCO_030958","is","well"
"POCO_CD_POCO_030959","is","well"
"POCO_CD_POCO_030960","is","well"
"POCO_CD_POCO_030961","is","well"
"POCO_CD_POCO_030962","is","well"
"POCO_CD_POCO_030963","is","well"
"POCO_CD_POCO_030964","is","well"
"POCO_CD_POCO_030965","is","well"
"POCO_CD_POCO_030966","is","well"
"POCO_CD_POCO_030967","is","well"
"POCO_CD_POCO_030968","is","well"
"POCO_CD_POCO_030969","is","well"
"POCO_CD_POCO_030970","is","well"
"POCO_CD_POCO_030971","is","well"
"POCO_CD_POCO_030972","is","well"
"POCO_CD_POCO_030973","is","well"
"POCO_CD_POCO_030974","is","well"
"POCO_CD_POCO_030975","is","well"
"POCO_CD_POCO_030976","is","well"
"POCO_CD_POCO_030977","is","well"
"POCO_CD_POCO_030978","is","well"
"POCO_CD_POCO_030979","is","well"
"POCO_CD_POCO_030980","is","well"
"POCO_CD_POCO_030981","is","well"
"POCO_CD_POCO_030982","is","well"
"POCO_CD_POCO_030983","is","well"
"POCO_CD_POCO_030984","is","well"
"POCO_CD_POCO_030985","is","well"
"POCO_CD_POCO_030986","is","well"
"POCO_CD_POCO_030987","is","well"
"POCO_CD_POCO_030988","is","well"
"POCO_CD_POCO_030989","is","well"
"POCO_CD_POCO_030990","is","well"
"POCO_CD_POCO_030991","is","well"
"POCO_CD_POCO_030992","is","well"
"POCO_CD_POCO_030993","is","well"
"POCO_CD_POCO_030994","is","well"
"POCO_CD_POCO_030995","is","well"
"POCO_CD_POCO_030996","is","well"
"POCO_CD_POCO_030997","is","well"
"POCO_CD_POCO_030998","is","well"
"POCO_CD_POCO_030999","is","well"
"POCO_CD_POCO_031000","is","well"
"POCO_CD_POCO_031001","is","well"
"POCO_CD_POCO_031002","is","well"
"POCO_CD_POCO_031003","is","well"
"POCO_CD_POCO_031004","is","well"
"POCO_CD_POCO_031005","is","well"
"POCO_CD_POCO_031006","is","well"
"POCO_CD_POCO_031007","is","well"
"POCO_CD_POCO_031008","is","well"
"POCO_CD_POCO_031009","is","well"
"POCO_CD_POCO_031010","is","well"
"POCO_CD_POCO_031011","is","well"
"POCO_CD_POCO_031012","is","well"
"POCO_CD_POCO_031013","is","well"
"POCO_CD_POCO_031014","is","well"
"POCO_CD_POCO_031015","is","well"
"POCO_CD_POCO_031016","is","well"
"POCO_CD_POCO_031017","is","well"
"POCO_CD_POCO_031018","is","well"
"POCO_CD_POCO_031019","is","well"
"POCO_CD_POCO_031020","is","well"
"POCO_CD_POCO_031021","is","well"
"POCO_CD_POCO_031022","is","well"
"POCO_CD_POCO_031023","is","well"
"POCO_CD_POCO_031024","is","well"
"POCO_CD_POCO_031025","is","well"
"POCO_CD_POCO_031026","is","well"
"POCO_CD_POCO_031027","is","well"
"POCO_CD_POCO_031028","is","well"
"POCO_CD_POCO_031029","is","well"
"POCO_CD_POCO_031030","is","well"
"POCO_CD_POCO_031031","is","well"
"POCO_CD_POCO_031032","is","well"
"POCO_CD_POCO_031033","is","well"
"POCO_CD_POCO_031034","is","well"
"POCO_CD_POCO_031035","is","well"
"POCO_CD_POCO_031036","is","well"
"POCO_CD_POCO_031037","is","well"
"POCO_CD_POCO_031038","is","well"
"POCO_CD_POCO_031039","is","well"
"POCO_CD_POCO_031040","is","well"
"POCO_CD_POCO_031041","is","well"
"POCO_CD_POCO_031042","is","well"
"POCO_CD_POCO_031043","is","well"
"POCO_CD_POCO_031174","is","well"
"POCO_CD_POCO_031695","is","well"
"POCO_CD_POCO_031956","is","well"
"POCO_CD_POCO_032477","is","well"
"POCO_CD_POCO_032543","is","well"
"POCO_CD_POCO_032869","is","well"
"POCO_CD_POCO_033715","is","well"
"POCO_CD_POCO_033716","is","well"
"POCO_CD_POCO_033782","is","well"
"POCO_CD_POCO_033783","is","well"
"POCO_CD_POCO_033784","is","well"
"POCO_CD_POCO_034370","is","well"
"POCO_CD_POCO_034631","is","well"
"POCO_CD_POCO_035347","is","well"
"POCO_CD_POCO_035348","is","well"
"POCO_GENERICO","is","well"
"Paibian","is","geological_time_interval"
"Paleoarchean","is","geological_time_interval"
"Paleocene","is","geological_time_interval"
"Paleocene_quality_formacao_099","is","Paleocene_quality"
"Paleocene_quality_formacao_255","is","Paleocene_quality"
"Paleocene_quality_grupo_044","is","Paleocene_quality"
"Paleogene","is","geological_time_interval"
"Paleogene_quality_formacao_088","is","Paleogene_quality"
"Paleogene_quality_formacao_248","is","Paleogene_quality"
"Paleogene_quality_formacao_271","is","Paleogene_quality"
"Paleoproterozoic","is","geological_time_interval"
"Paleozoic","is","geological_time_interval"
"Paleozoic_quality_formacao_019","is","Paleozoic_quality"
"Paleozoic_quality_formacao_048","is","Paleozoic_quality"
"Paleozoic_quality_formacao_077","is","Paleozoic_quality"
"Paleozoic_quality_formacao_090","is","Paleozoic_quality"
"Paleozoic_quality_formacao_209","is","Paleozoic_quality"
"Paleozoic_quality_formacao_227","is","Paleozoic_quality"
"Paleozoic_quality_formacao_267","is","Paleozoic_quality"
"Paleozoic_quality_formacao_292","is","Paleozoic_quality"
"Paleozoic_quality_formacao_308","is","Paleozoic_quality"
"Paleozoic_quality_formacao_344","is","Paleozoic_quality"
"Paleozoic_quality_grupo_035","is","Paleozoic_quality"
"Pelsonian_Subage","is","geological_time_interval"
"Pendleian_Subage","is","geological_time_interval"
"Pennsylvanian","is","geological_time_interval"
"Pennsylvanian_quality_grupo_030","is","Pennsylvanian_quality"
"Permian","is","geological_time_interval"
"Permian_quality_formacao_028","is","Permian_quality"
"Permian_quality_formacao_154","is","Permian_quality"
"Permian_quality_formacao_159","is","Permian_quality"
"Permian_quality_membro_027","is","Permian_quality"
"Phanerozoic","is","geological_time_interval"
"Piacenzian","is","geological_time_interval"
"Pleistocene","is","geological_time_interval"
"Pleistocene_quality_formacao_018","is","Pleistocene_quality"
"Pliensbachian","is","geological_time_interval"
"Pliocene","is","geological_time_interval"
"Pliocene_quality_formacao_011","is","Pliocene_quality"
"Pliocene_quality_formacao_016","is","Pliocene_quality"
"Pliocene_quality_formacao_046","is","Pliocene_quality"
"Pragian","is","geological_time_interval"
"Precambrian","is","geological_time_interval"
"Priabonian","is","geological_time_interval"
"Priabonian_quality_formacao_110","is","Priabonian_quality"
"Priabonian_quality_formacao_289","is","Priabonian_quality"
"Priabonian_quality_membro_048","is","Priabonian_quality"
"Pridoli","is","geological_time_interval"
"Proterozoic","is","geological_time_interval"
"Pusgillian_Age","is","geological_time_interval"
"Quaternary","is","geological_time_interval"
"Quaternary_quality_membro_008","is","Quaternary_quality"
"Rawtheyan_Age","is","geological_time_interval"
"Rhaetian","is","geological_time_interval"
"Rhuddanian","is","geological_time_interval"
"Rhyacian","is","geological_time_interval"
"Rio_da_Serra_Age","is","geological_time_interval"
"Rio_da_Serra_Age_quality_formacao_083","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_formacao_095","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_formacao_122","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_formacao_125","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_formacao_199","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_formacao_201","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_formacao_217","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_formacao_239","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_formacao_295","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_grupo_022","is","Rio_da_Serra_Age_quality"
